timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,lower_width,upper_width,wing_mode,dte,source_action,entry_debit_estimate,estimated_total_spread,estimated_spread_ratio,max_acceptable_option_spread,synthetic_chain_state_path,synthetic_chain_report_path
2025-04-15T17:55:00+00:00,SPX,ENTRY_FILTERED,IDLE,5401.3,5420.0,11,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5320.0,5420.0,5540.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-15T18:15:00+00:00,SPX,ENTRY_FILTERED,IDLE,5388.47,5415.0,12,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5315.0,5415.0,5535.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-15T18:30:00+00:00,SPX,ENTRY_FILTERED,IDLE,5399.67,5410.0,13,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5310.0,5410.0,5530.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-15T18:55:00+00:00,SPX,ENTRY_FILTERED,IDLE,5404.85,5410.0,14,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5310.0,5410.0,5530.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-17T18:40:00+00:00,SPX,ENTRY_FILTERED,IDLE,5320.44,5310.0,15,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5210.0,5310.0,5430.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-21T19:00:00+00:00,SPX,ENTRY_FILTERED,IDLE,5113.92,5120.0,16,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5020.0,5120.0,5240.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-24T18:15:00+00:00,SPX,ENTRY_FILTERED,IDLE,5472.15,5460.0,17,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5360.0,5460.0,5580.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-24T18:20:00+00:00,SPX,ENTRY_FILTERED,IDLE,5471.57,5460.0,18,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5360.0,5460.0,5580.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-24T18:25:00+00:00,SPX,ENTRY_FILTERED,IDLE,5472.25,5460.0,19,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5360.0,5460.0,5580.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-24T18:30:00+00:00,SPX,ENTRY_FILTERED,IDLE,5478.28,5465.0,20,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5365.0,5465.0,5585.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-24T18:55:00+00:00,SPX,ENTRY_FILTERED,IDLE,5478.32,5470.0,21,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5370.0,5470.0,5590.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T14:20:00+00:00,SPX,ENTRY_FILTERED,IDLE,5471.12,5475.0,22,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5375.0,5475.0,5595.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T14:40:00+00:00,SPX,ENTRY_FILTERED,IDLE,5484.95,5475.0,23,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5375.0,5475.0,5595.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T15:05:00+00:00,SPX,ENTRY_FILTERED,IDLE,5485.3,5480.0,24,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5380.0,5480.0,5600.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T15:10:00+00:00,SPX,ENTRY_FILTERED,IDLE,5490.03,5480.0,25,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5380.0,5480.0,5600.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T15:15:00+00:00,SPX,ENTRY_FILTERED,IDLE,5486.41,5480.0,26,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5380.0,5480.0,5600.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T15:25:00+00:00,SPX,ENTRY_FILTERED,IDLE,5482.45,5480.0,27,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5380.0,5480.0,5600.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T15:30:00+00:00,SPX,ENTRY_FILTERED,IDLE,5484.54,5480.0,28,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5380.0,5480.0,5600.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T15:50:00+00:00,SPX,ENTRY_FILTERED,IDLE,5487.81,5480.0,29,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5380.0,5480.0,5600.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T15:55:00+00:00,SPX,ENTRY_FILTERED,IDLE,5488.38,5480.0,30,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5380.0,5480.0,5600.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T16:45:00+00:00,SPX,ENTRY_FILTERED,IDLE,5503.66,5485.0,31,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5385.0,5485.0,5605.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T17:00:00+00:00,SPX,ENTRY_FILTERED,IDLE,5509.5,5490.0,32,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5390.0,5490.0,5610.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T18:45:00+00:00,SPX,ENTRY_FILTERED,IDLE,5522.85,5510.0,33,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5410.0,5510.0,5630.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T18:55:00+00:00,SPX,ENTRY_FILTERED,IDLE,5516.42,5510.0,34,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5410.0,5510.0,5630.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-25T19:00:00+00:00,SPX,ENTRY_FILTERED,IDLE,5522.08,5510.0,35,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5410.0,5510.0,5630.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-28T15:45:00+00:00,SPX,ENTRY_FILTERED,IDLE,5492.17,5520.0,36,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5420.0,5520.0,5640.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-28T15:50:00+00:00,SPX,ENTRY_FILTERED,IDLE,5494.59,5520.0,37,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5420.0,5520.0,5640.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-28T15:55:00+00:00,SPX,ENTRY_FILTERED,IDLE,5492.24,5520.0,38,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5420.0,5520.0,5640.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-28T18:50:00+00:00,SPX,ENTRY_FILTERED,IDLE,5506.82,5485.0,39,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5385.0,5485.0,5605.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T15:25:00+00:00,SPX,ENTRY_FILTERED,IDLE,5540.28,5530.0,40,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5430.0,5530.0,5650.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T15:35:00+00:00,SPX,ENTRY_FILTERED,IDLE,5536.59,5530.0,41,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5430.0,5530.0,5650.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T15:50:00+00:00,SPX,ENTRY_FILTERED,IDLE,5540.9,5530.0,42,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5430.0,5530.0,5650.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T15:55:00+00:00,SPX,ENTRY_FILTERED,IDLE,5535.47,5530.0,43,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5430.0,5530.0,5650.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T16:15:00+00:00,SPX,ENTRY_FILTERED,IDLE,5544.32,5535.0,44,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5435.0,5535.0,5655.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T16:25:00+00:00,SPX,ENTRY_FILTERED,IDLE,5546.61,5535.0,45,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5435.0,5535.0,5655.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T16:30:00+00:00,SPX,ENTRY_FILTERED,IDLE,5548.4,5535.0,46,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5435.0,5535.0,5655.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T16:40:00+00:00,SPX,ENTRY_FILTERED,IDLE,5546.64,5540.0,47,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5440.0,5540.0,5660.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T17:10:00+00:00,SPX,ENTRY_FILTERED,IDLE,5533.43,5540.0,48,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5440.0,5540.0,5660.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T18:10:00+00:00,SPX,ENTRY_FILTERED,IDLE,5564.87,5545.0,49,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5445.0,5545.0,5665.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T18:15:00+00:00,SPX,ENTRY_FILTERED,IDLE,5565.01,5545.0,50,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5445.0,5545.0,5665.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T18:20:00+00:00,SPX,ENTRY_FILTERED,IDLE,5563.13,5545.0,51,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5445.0,5545.0,5665.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T18:25:00+00:00,SPX,ENTRY_FILTERED,IDLE,5566.18,5550.0,52,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5450.0,5550.0,5670.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T18:30:00+00:00,SPX,ENTRY_FILTERED,IDLE,5565.95,5550.0,53,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5450.0,5550.0,5670.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T18:35:00+00:00,SPX,ENTRY_FILTERED,IDLE,5569.09,5550.0,54,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5450.0,5550.0,5670.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T18:40:00+00:00,SPX,ENTRY_FILTERED,IDLE,5567.88,5550.0,55,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5450.0,5550.0,5670.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T18:45:00+00:00,SPX,ENTRY_FILTERED,IDLE,5564.35,5550.0,56,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5450.0,5550.0,5670.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T18:50:00+00:00,SPX,ENTRY_FILTERED,IDLE,5564.26,5550.0,57,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5450.0,5550.0,5670.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-04-29T18:55:00+00:00,SPX,ENTRY_FILTERED,IDLE,5560.72,5550.0,58,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5450.0,5550.0,5670.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-05-01T17:25:00+00:00,SPX,ENTRY_FILTERED,IDLE,5630.27,5635.0,59,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5535.0,5635.0,5755.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-05-01T17:30:00+00:00,SPX,ENTRY_FILTERED,IDLE,5633.82,5635.0,60,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5535.0,5635.0,5755.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-05-01T17:35:00+00:00,SPX,ENTRY_FILTERED,IDLE,5630.34,5635.0,61,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5535.0,5635.0,5755.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-05-01T18:00:00+00:00,SPX,ENTRY_FILTERED,IDLE,5628.25,5630.0,62,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5530.0,5630.0,5750.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-05-01T18:30:00+00:00,SPX,ENTRY_FILTERED,IDLE,5638.35,5630.0,63,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5530.0,5630.0,5750.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-05-01T18:35:00+00:00,SPX,ENTRY_FILTERED,IDLE,5637.54,5630.0,64,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5530.0,5630.0,5750.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-05-01T18:40:00+00:00,SPX,ENTRY_FILTERED,IDLE,5639.51,5630.0,65,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5530.0,5630.0,5750.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-05-01T18:50:00+00:00,SPX,ENTRY_FILTERED,IDLE,5635.5,5630.0,66,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5530.0,5630.0,5750.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-05-01T18:55:00+00:00,SPX,ENTRY_FILTERED,IDLE,5634.61,5630.0,67,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5530.0,5630.0,5750.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-05-01T19:00:00+00:00,SPX,ENTRY_FILTERED,IDLE,5636.67,5630.0,68,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5530.0,5630.0,5750.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
2025-05-02T17:30:00+00:00,SPX,ENTRY_FILTERED,IDLE,5683.62,5685.0,69,Synthetic chain spread gate rejected the modeled entry.,PRIMARY,5585.0,5685.0,5805.0,100.0,100.0,120.0,broken_upper,7,ENTER_PRIMARY,29.7106,4.4094,0.1484,1.35,corridor_outputs\paper_runner\SPX\paper_state.json,corridor_outputs\paper_runner\SPX\paper_daily_report.json
