timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,lower_width,upper_width,wing_mode,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,entry_slippage_cost,entry_commission_cost,paper_spread_entry_penalty,paper_spread_close_penalty,paper_spread_penalty_round_trip,modeled_max_loss,contracts_per_layer,option_multiplier,drift_distance,primary_return_pct,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,close_slippage_cost,close_commission_cost,stress_profile,drift_count,sessions_held
2025-04-25T14:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5492.91,5475.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,17.91,,,,,,,,,,,
2025-04-25T14:15:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5485.91,5475.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25T14:25:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5463.9,5460.0,5.0,Primary take-profit reached.,PRIMARY,5360.0,5460.0,5580.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,0.2058,37.1849,38.123,6.346,8.4124,1.1283,1.1023,0.026,none,,
2025-04-25T14:40:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5484.95,5475.0,6.0,Opened the primary butterfly corridor layer.,PRIMARY,5375.0,5475.0,5595.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-04-25T16:20:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5501.89,5485.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.89,,,,,,,,,,,
2025-04-25T16:55:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,5509.44,5490.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,19.44,,,,,,,,,,8.0,
2025-04-25T17:00:00+00:00,SPX,REBUILT,REBUILD,5509.5,5475.0,6.0,Removed prior layers for rebuild.,PRIMARY,5375.0,5475.0,5595.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,,24.7895,25.9026,-6.0494,-3.8081,1.1283,1.1023,0.026,none,,
2025-04-25T17:00:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,5509.5,5490.0,7.0,Established a fresh primary butterfly corridor layer.,PRIMARY,5390.0,5490.0,5610.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-04-25T17:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5514.52,5490.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,24.52,,,,,,,,,,,
2025-04-25T17:25:00+00:00,SPX,ABORTED,DRIFTING,5527.71,5490.0,7.0,Regime turned TREND_UP.,PRIMARY,5390.0,5490.0,5610.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,,23.8062,24.9318,-7.0328,-4.7788,1.1283,1.1023,0.026,none,,
2025-04-25T18:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5522.85,5510.0,8.0,Opened the primary butterfly corridor layer.,PRIMARY,5410.0,5510.0,5630.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-04-28T13:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5531.17,5510.0,8.0,Primary take-profit reached.,PRIMARY,5410.0,5510.0,5630.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,0.4978,46.1909,47.9693,15.3519,18.2587,1.1283,1.1023,0.026,none,,
2025-04-28T15:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5492.17,5520.0,9.0,Opened the primary butterfly corridor layer.,PRIMARY,5420.0,5520.0,5640.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-04-28T15:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5494.59,5520.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,25.41,,,,,,,,,,,
2025-04-28T16:00:00+00:00,SPX,STOP_LOSS,DRIFTING,5483.96,5520.0,9.0,Primary stop-loss reached.,PRIMARY,5420.0,5520.0,5640.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,-0.2577,22.8911,24.0178,-7.9478,-5.6928,1.1283,1.1023,0.026,none,,
2025-04-28T18:50:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5506.82,5485.0,10.0,Opened the primary butterfly corridor layer.,PRIMARY,5385.0,5485.0,5605.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-04-28T18:55:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5505.01,5490.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.01,,,,,,,,,,,
2025-04-28T19:30:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,5524.73,5495.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,29.73,,,,,,,,,,8.0,
2025-04-28T19:45:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,5528.75,5485.0,10.0,Primary stop-loss reached.,PRIMARY,5385.0,5485.0,5605.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,-0.2564,22.9306,24.053,-7.9083,-5.6576,1.1283,1.1023,0.026,none,,
2025-04-29T15:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5540.28,5530.0,11.0,Opened the primary butterfly corridor layer.,PRIMARY,5430.0,5530.0,5650.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-04-29T16:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5551.05,5535.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.05,,,,,,,,,,,
2025-04-29T16:10:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5549.09,5535.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29T17:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5556.11,5540.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.11,,,,,,,,,,,
2025-04-29T18:15:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,5565.01,5545.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,20.01,,,,,,,,,,8.0,
2025-04-29T18:20:00+00:00,SPX,REBUILT,REBUILD,5563.13,5530.0,11.0,Removed prior layers for rebuild.,PRIMARY,5430.0,5530.0,5650.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,,25.1696,26.2787,-5.6693,-3.4319,1.1283,1.1023,0.026,none,,
2025-04-29T18:20:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,5563.13,5545.0,12.0,Established a fresh primary butterfly corridor layer.,PRIMARY,5445.0,5545.0,5665.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-04-29T18:25:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5566.18,5550.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.18,,,,,,,,,,,
2025-04-29T18:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5564.35,5550.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30T13:30:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,5481.54,5545.0,12.0,Primary stop-loss reached.,PRIMARY,5445.0,5545.0,5665.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,-0.3604,19.725,20.6805,-11.114,-9.0301,1.1283,1.1023,0.026,none,,
2025-05-01T17:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5630.27,5635.0,13.0,Opened the primary butterfly corridor layer.,PRIMARY,5535.0,5635.0,5755.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-05-02T13:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5653.66,5635.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,18.66,,,,,,,,,,,
2025-05-02T14:20:00+00:00,SPX,ABORTED,DRIFTING,5670.77,5635.0,13.0,Regime turned TREND_UP.,PRIMARY,5535.0,5635.0,5755.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,,29.0485,29.9789,-1.7904,0.2682,1.1283,1.1023,0.026,none,,
2025-05-02T17:30:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5683.62,5685.0,14.0,Opened the primary butterfly corridor layer.,PRIMARY,5585.0,5685.0,5805.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-05-05T13:45:00+00:00,SPX,ABORTED,ACTIVE_CENTERED,5643.6,5685.0,14.0,Regime turned TREND_DOWN.,PRIMARY,5585.0,5685.0,5805.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,,35.7592,37.6862,4.9202,7.9756,1.1283,1.1023,0.026,none,,
2025-05-05T14:40:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5662.29,5675.0,15.0,Opened the primary butterfly corridor layer.,PRIMARY,5575.0,5675.0,5795.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-05-05T16:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5675.16,5660.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.16,,,,,,,,,,,
2025-05-05T16:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5675.76,5665.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06T13:30:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,5608.04,5675.0,15.0,Primary stop-loss reached.,PRIMARY,5575.0,5675.0,5795.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,-0.3812,19.0838,20.0141,-11.7552,-9.6965,1.1283,1.1023,0.026,none,,
2025-05-06T17:20:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5611.78,5625.0,16.0,Opened the primary butterfly corridor layer.,PRIMARY,5525.0,5625.0,5745.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-05-06T17:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5608.68,5625.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.32,,,,,,,,,,,
2025-05-06T18:00:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5609.97,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T13:40:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5628.09,5625.0,16.0,Primary take-profit reached.,PRIMARY,5525.0,5625.0,5745.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,0.2149,37.4655,38.4005,6.6266,8.6899,1.1283,1.1023,0.026,none,,
2025-05-07T13:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5617.73,5615.0,17.0,Opened the primary butterfly corridor layer.,PRIMARY,5515.0,5615.0,5735.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-05-07T15:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5607.93,5625.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,17.07,,,,,,,,,,,
2025-05-07T15:25:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5608.42,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T18:05:00+00:00,SPX,ABORTED,ACTIVE_CENTERED,5583.13,5615.0,17.0,Regime turned TREND_DOWN.,PRIMARY,5515.0,5615.0,5735.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,,24.7625,25.862,-6.0765,-3.8486,1.1283,1.1023,0.026,none,,
2025-05-07T18:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5596.52,5615.0,18.0,Opened the primary butterfly corridor layer.,PRIMARY,5515.0,5615.0,5735.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-05-07T19:25:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5596.3,5615.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,18.7,,,,,,,,,,,
2025-05-08T13:45:00+00:00,SPX,ABORTED,ACTIVE_CENTERED,5655.31,5615.0,18.0,Regime turned TREND_UP.,PRIMARY,5515.0,5615.0,5735.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,,27.4157,28.374,-3.4232,-1.3367,1.1283,1.1023,0.026,none,,
2025-05-09T13:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5686.25,5695.0,19.0,Opened the primary butterfly corridor layer.,PRIMARY,5595.0,5695.0,5815.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-05-09T14:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5673.98,5695.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,21.02,,,,,,,,,,,
2025-05-09T14:25:00+00:00,SPX,STOP_LOSS,DRIFTING,5659.54,5695.0,19.0,Primary stop-loss reached.,PRIMARY,5595.0,5695.0,5815.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,-0.2521,23.0636,24.1887,-7.7753,-5.5219,1.1283,1.1023,0.026,none,,
2025-05-09T15:10:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5663.6,5680.0,20.0,Opened the primary butterfly corridor layer.,PRIMARY,5580.0,5680.0,5800.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-05-09T15:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5664.64,5680.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.36,,,,,,,,,,,
2025-05-09T15:30:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5662.84,5675.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-09T16:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5649.57,5665.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.43,,,,,,,,,,,
2025-05-09T16:50:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5653.99,5665.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12T13:30:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,5808.16,5680.0,20.0,Primary stop-loss reached.,PRIMARY,5580.0,5680.0,5800.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,-1.1159,-3.5728,-1.5885,-34.4118,-31.2991,1.1283,1.1023,0.026,none,,
2025-05-12T17:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5829.36,5810.0,21.0,Opened the primary butterfly corridor layer.,PRIMARY,5710.0,5810.0,5930.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-05-12T17:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5830.79,5815.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.79,,,,,,,,,,,
2025-05-12T18:05:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5834.07,5820.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12T18:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5836.62,5820.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.62,,,,,,,,,,,
2025-05-12T18:35:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5838.96,5825.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-13T13:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5857.3,5835.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,22.3,,,,,,,,,,,
2025-05-13T13:55:00+00:00,SPX,STOP_LOSS,DRIFTING,5869.61,5810.0,21.0,Primary stop-loss reached.,PRIMARY,5710.0,5810.0,5930.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,-0.2643,22.6876,23.6193,-8.1514,-6.0913,1.1283,1.1023,0.026,none,,
2025-05-13T17:15:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5898.49,5890.0,22.0,Opened the primary butterfly corridor layer.,PRIMARY,5790.0,5890.0,6010.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-05-13T17:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5905.49,5890.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.49,,,,,,,,,,,
2025-05-13T17:35:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5902.51,5895.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14T13:40:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5893.55,5890.0,22.0,Primary take-profit reached.,PRIMARY,5790.0,5890.0,6010.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,,1.1283,,,0.0,0.0,0.0,,1.0,100.0,,0.2121,37.3795,38.3129,6.5406,8.6023,1.1283,1.1023,0.026,none,,
2025-05-14T13:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5885.85,5900.0,23.0,Opened the primary butterfly corridor layer.,PRIMARY,5800.0,5900.0,6020.0,100.0,100.0,120.0,broken_upper,7.0,30.839,29.7106,1.1283,1.1283,1.1023,0.026,0.0,0.0,0.0,50.839,1.0,100.0,,,,,,,,,,,,
2025-05-14T15:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5877.62,5895.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,17.38,,,,,,,,,,,
2025-05-14T15:05:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5881.73,5895.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-14T17:20:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5874.67,5890.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.33,,,,,,,,,,,
