timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,lower_width,upper_width,wing_mode,dte,entry_cost,entry_debit,friction_cost,entry_friction_cost,entry_slippage_cost,entry_commission_cost,paper_spread_entry_penalty,paper_spread_close_penalty,paper_spread_penalty_round_trip,modeled_max_loss,contracts_per_layer,option_multiplier,drift_distance,primary_return_pct,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,close_slippage_cost,close_commission_cost,stress_profile,drift_count
2026-03-04T15:20:00+00:00,SPX,STOP_LOSS,DRIFTING,6869.93,6825.0,2.0,Primary stop-loss reached.,PRIMARY,6705.0,6825.0,6925.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.3039,24.785,25.6773,-10.8208,-9.0436,0.8849,0.8589,0.026,none,
2026-03-04T16:10:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6860.23,6840.0,3.0,Opened the primary butterfly corridor layer.,PRIMARY,6720.0,6840.0,6940.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-04T16:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6860.19,6840.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,20.19,,,,,,,,,,
2026-03-04T16:50:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,6875.58,6850.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,25.58,,,,,,,,,,8.0
2026-03-04T16:55:00+00:00,SPX,REBUILT,REBUILD,6872.73,6840.0,3.0,Removed prior layers for rebuild.,PRIMARY,6720.0,6840.0,6940.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,,27.7407,28.6417,-7.865,-6.0792,0.8849,0.8589,0.026,none,
2026-03-04T16:55:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,6872.73,6850.0,4.0,Established a fresh primary butterfly corridor layer.,PRIMARY,6730.0,6850.0,6950.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-04T17:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6877.66,6850.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,27.66,,,,,,,,,,
2026-03-04T17:20:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6871.93,6860.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-05T14:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6856.62,6850.0,4.0,Primary take-profit reached.,PRIMARY,6730.0,6850.0,6950.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,0.3052,46.4715,48.4467,10.8657,13.7258,0.8849,0.8589,0.026,none,
2026-03-05T15:00:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6858.32,6875.0,5.0,Opened the primary butterfly corridor layer.,PRIMARY,6755.0,6875.0,6975.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-05T15:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6850.7,6875.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,24.3,,,,,,,,,,
2026-03-05T15:20:00+00:00,SPX,STOP_LOSS,DRIFTING,6826.11,6875.0,5.0,Primary stop-loss reached.,PRIMARY,6755.0,6875.0,6975.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.2779,25.7097,26.602,-9.896,-8.1189,0.8849,0.8589,0.026,none,
2026-03-05T16:00:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6823.58,6860.0,6.0,Opened the primary butterfly corridor layer.,PRIMARY,6740.0,6860.0,6960.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-05T16:05:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,6815.93,6860.0,6.0,Primary stop-loss reached.,PRIMARY,6740.0,6860.0,6960.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.255,26.5249,27.4117,-9.0809,-7.3092,0.8849,0.8589,0.026,none,
2026-03-05T17:10:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6819.74,6835.0,7.0,Opened the primary butterfly corridor layer.,PRIMARY,6715.0,6835.0,6935.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-05T17:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6807.14,6835.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,27.86,,,,,,,,,,
2026-03-05T17:30:00+00:00,SPX,STOP_LOSS,DRIFTING,6786.66,6835.0,7.0,Primary stop-loss reached.,PRIMARY,6715.0,6835.0,6935.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.275,25.8137,26.706,-9.7921,-8.0149,0.8849,0.8589,0.026,none,
2026-03-05T19:20:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6785.95,6795.0,8.0,Opened the primary butterfly corridor layer.,PRIMARY,6675.0,6795.0,6895.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-05T19:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6774.41,6795.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,20.59,,,,,,,,,,
2026-03-05T19:40:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6783.57,6790.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-05T20:10:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6802.02,6785.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,17.02,,,,,,,,,,
2026-03-06T14:35:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,6724.35,6795.0,8.0,Primary stop-loss reached.,PRIMARY,6675.0,6795.0,6895.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.2856,25.4377,27.2631,-10.168,-7.4578,0.8849,0.8589,0.026,none,
2026-03-06T18:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6760.44,6755.0,9.0,Opened the primary butterfly corridor layer.,PRIMARY,6635.0,6755.0,6855.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-06T20:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6770.09,6755.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.09,,,,,,,,,,
2026-03-06T20:05:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6762.76,6760.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-06T20:25:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6734.51,6755.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,20.49,,,,,,,,,,
2026-03-09T13:35:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,6658.95,6755.0,9.0,Primary stop-loss reached.,PRIMARY,6635.0,6755.0,6855.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.4396,19.9523,21.3402,-15.6535,-13.3807,0.8849,0.8589,0.026,none,
2026-03-09T19:00:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6715.21,6715.0,10.0,Opened the primary butterfly corridor layer.,PRIMARY,6595.0,6715.0,6815.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-09T19:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6745.51,6715.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,30.51,,,,,,,,,,
2026-03-09T19:20:00+00:00,SPX,STOP_LOSS,DRIFTING,6764.21,6715.0,10.0,Primary stop-loss reached.,PRIMARY,6595.0,6715.0,6815.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.3311,23.8169,24.7092,-11.7889,-10.0117,0.8849,0.8589,0.026,none,
2026-03-10T16:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6826.21,6815.0,11.0,Opened the primary butterfly corridor layer.,PRIMARY,6695.0,6815.0,6915.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-10T17:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6830.5,6815.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.5,,,,,,,,,,
2026-03-10T17:10:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6829.63,6820.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T17:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6838.36,6820.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,18.36,,,,,,,,,,
2026-03-10T17:30:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6832.55,6825.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-10T18:10:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6799.37,6825.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,25.63,,,,,,,,,,
2026-03-10T18:45:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,6801.8,6820.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,18.2,,,,,,,,,,8.0
2026-03-10T18:50:00+00:00,SPX,REBUILT,REBUILD,6800.7,6815.0,11.0,Removed prior layers for rebuild.,PRIMARY,6695.0,6815.0,6915.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,,33.1757,34.0982,-2.4301,-0.6227,0.8849,0.8589,0.026,none,
2026-03-10T18:50:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,6800.7,6820.0,12.0,Established a fresh primary butterfly corridor layer.,PRIMARY,6700.0,6820.0,6920.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-10T18:55:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6796.93,6820.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,23.07,,,,,,,,,,
2026-03-11T13:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6778.78,6805.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,26.22,,,,,,,,,,
2026-03-11T13:55:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6790.55,6800.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-11T14:20:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6773.61,6795.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,21.39,,,,,,,,,,
2026-03-11T14:35:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6778.53,6790.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-11T15:10:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6769.74,6790.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,20.26,,,,,,,,,,
2026-03-11T15:20:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6773.77,6785.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-11T15:25:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6758.3,6785.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,26.7,,,,,,,,,,
2026-03-11T15:45:00+00:00,SPX,STOP_LOSS,DRIFTING,6751.79,6820.0,12.0,Primary stop-loss reached.,PRIMARY,6700.0,6820.0,6920.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.2548,26.5338,28.5005,-9.072,-6.2204,0.8849,0.8589,0.026,none,
2026-03-11T15:50:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6760.42,6780.0,13.0,Opened the primary butterfly corridor layer.,PRIMARY,6660.0,6780.0,6880.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-11T15:55:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6753.5,6780.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,26.5,,,,,,,,,,
2026-03-11T16:30:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6769.8,6775.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-12T13:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6711.62,6760.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,48.38,,,,,,,,,,
2026-03-12T13:50:00+00:00,SPX,STOP_LOSS,DRIFTING,6702.01,6780.0,13.0,Primary stop-loss reached.,PRIMARY,6660.0,6780.0,6880.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.3376,23.5837,25.5641,-12.022,-9.1568,0.8849,0.8589,0.026,none,
2026-03-12T17:30:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6698.94,6700.0,14.0,Opened the primary butterfly corridor layer.,PRIMARY,6580.0,6700.0,6800.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-13T13:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6707.44,6700.0,14.0,Primary take-profit reached.,PRIMARY,6580.0,6700.0,6800.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,0.2699,45.2142,47.1147,9.6084,12.3938,0.8849,0.8589,0.026,none,
2026-03-13T14:00:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6711.18,6695.0,15.0,Opened the primary butterfly corridor layer.,PRIMARY,6575.0,6695.0,6795.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-13T14:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6679.63,6695.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,15.37,,,,,,,,,,
2026-03-13T15:10:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6677.82,6690.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-13T15:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6668.54,6690.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,21.46,,,,,,,,,,
2026-03-13T15:40:00+00:00,SPX,STOP_LOSS,DRIFTING,6646.35,6695.0,15.0,Primary stop-loss reached.,PRIMARY,6575.0,6695.0,6795.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.2634,26.2273,27.1455,-9.3784,-7.5754,0.8849,0.8589,0.026,none,
2026-03-13T18:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6652.13,6650.0,16.0,Opened the primary butterfly corridor layer.,PRIMARY,6530.0,6650.0,6750.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-16T13:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6694.86,6650.0,16.0,Primary take-profit reached.,PRIMARY,6530.0,6650.0,6750.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,0.4541,51.7758,53.1646,16.17,18.4436,0.8849,0.8589,0.026,none,
2026-03-16T17:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6701.7,6700.0,17.0,Opened the primary butterfly corridor layer.,PRIMARY,6580.0,6700.0,6800.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-16T19:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6722.81,6700.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,22.81,,,,,,,,,,
2026-03-16T19:10:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6708.24,6700.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-17T13:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6752.91,6710.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,42.91,,,,,,,,,,
2026-03-17T13:50:00+00:00,SPX,ABORTED,DRIFTING,6750.57,6700.0,17.0,Regime turned TREND_UP.,PRIMARY,6580.0,6700.0,6800.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,,30.5278,32.4728,-5.078,-2.2481,0.8849,0.8589,0.026,none,
2026-03-17T14:30:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6738.84,6720.0,18.0,Opened the primary butterfly corridor layer.,PRIMARY,6600.0,6720.0,6820.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-17T14:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6742.47,6720.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,22.47,,,,,,,,,,
2026-03-17T14:55:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6739.75,6725.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18T13:35:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,6700.03,6720.0,18.0,Primary take-profit reached.,PRIMARY,6600.0,6720.0,6820.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,0.2124,43.1675,45.1606,7.5617,10.4397,0.8849,0.8589,0.026,none,
2026-03-18T13:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6701.75,6720.0,19.0,Opened the primary butterfly corridor layer.,PRIMARY,6600.0,6720.0,6820.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-18T14:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6694.28,6720.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,25.72,,,,,,,,,,
2026-03-18T14:25:00+00:00,SPX,STOP_LOSS,DRIFTING,6669.25,6720.0,19.0,Primary stop-loss reached.,PRIMARY,6600.0,6720.0,6820.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.2862,25.4146,26.3105,-10.1912,-8.4104,0.8849,0.8589,0.026,none,
2026-03-18T15:15:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6678.32,6700.0,20.0,Opened the primary butterfly corridor layer.,PRIMARY,6580.0,6700.0,6800.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-18T15:25:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6678.81,6695.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.19,,,,,,,,,,
2026-03-18T15:30:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6683.03,6695.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18T18:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6656.3,6675.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,18.7,,,,,,,,,,
2026-03-18T18:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,6655.85,6670.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-03-18T18:50:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,6644.95,6700.0,20.0,Primary stop-loss reached.,PRIMARY,6580.0,6700.0,6800.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.2822,25.5585,26.5112,-10.0473,-8.2098,0.8849,0.8589,0.026,none,
2026-03-18T19:00:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6652.78,6670.0,21.0,Opened the primary butterfly corridor layer.,PRIMARY,6550.0,6670.0,6770.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-18T19:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6653.41,6670.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,16.59,,,,,,,,,,
2026-03-18T19:55:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,6624.38,6670.0,21.0,Primary stop-loss reached.,PRIMARY,6550.0,6670.0,6770.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.2545,26.5455,27.4498,-9.0602,-7.2711,0.8849,0.8589,0.026,none,
2026-03-19T17:15:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,6576.87,6585.0,22.0,Opened the primary butterfly corridor layer.,PRIMARY,6465.0,6585.0,6685.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,
2026-03-19T19:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,6611.94,6580.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,31.94,,,,,,,,,,
2026-03-19T19:05:00+00:00,SPX,STOP_LOSS,DRIFTING,6626.81,6585.0,22.0,Primary stop-loss reached.,PRIMARY,6465.0,6585.0,6685.0,100.0,120.0,100.0,broken_lower,5.0,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.2667,26.1114,27.0324,-9.4944,-7.6885,0.8849,0.8589,0.026,none,
