timestamp,symbol,action,state,price,center_price,layer_id,detail,kind,lower_strike,body_strike,upper_strike,width,lower_width,upper_width,wing_mode,dte,adaptive_selected_wing,adaptive_selection_reason,adaptive_symmetric_spread,adaptive_broken_upper_spread,adaptive_broken_lower_spread,entry_cost,entry_debit,friction_cost,entry_friction_cost,entry_slippage_cost,entry_commission_cost,paper_spread_entry_penalty,paper_spread_close_penalty,paper_spread_penalty_round_trip,modeled_max_loss,contracts_per_layer,option_multiplier,drift_distance,primary_return_pct,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost,close_slippage_cost,close_commission_cost,stress_profile,drift_count,remaining_dte,sessions_held
2025-04-17T19:30:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5296.41,5310.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-21T13:30:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,5221.15,5310.0,3.0,Primary stop-loss reached.,PRIMARY,5210.0,5310.0,5430.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.6908,11.011,12.3444,-24.5947,-22.3765,0.8849,0.8589,0.026,none,,,
2025-04-21T19:00:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5113.92,5120.0,4.0,Opened the primary butterfly corridor layer.,PRIMARY,5020.0,5120.0,5240.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-04-22T13:30:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,5210.27,5120.0,4.0,Primary stop-loss reached.,PRIMARY,5020.0,5120.0,5240.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.5443,16.2248,17.9808,-19.3809,-16.7402,0.8849,0.8589,0.026,none,,,
2025-04-24T18:15:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5472.15,5460.0,5.0,Opened the primary butterfly corridor layer.,PRIMARY,5360.0,5460.0,5580.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-04-24T18:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5481.75,5465.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,16.75,,,,,,,,,,,,
2025-04-24T18:55:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5478.32,5470.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25T14:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5492.91,5475.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,17.91,,,,,,,,,,,,
2025-04-25T14:15:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5485.91,5475.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-25T14:25:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5463.9,5460.0,5.0,Primary take-profit reached.,PRIMARY,5360.0,5460.0,5580.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,0.2155,43.2805,45.1986,7.6747,10.4776,0.8849,0.8589,0.026,none,,,
2025-04-25T14:40:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5484.95,5475.0,6.0,Opened the primary butterfly corridor layer.,PRIMARY,5375.0,5475.0,5595.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-04-25T16:20:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5501.89,5485.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,16.89,,,,,,,,,,,,
2025-04-25T16:55:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,5509.44,5490.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44,,,,,,,,,,8.0,,
2025-04-25T17:00:00+00:00,SPX,REBUILT,REBUILD,5509.5,5475.0,6.0,Removed prior layers for rebuild.,PRIMARY,5375.0,5475.0,5595.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,,28.9417,29.8712,-6.6641,-4.8497,0.8849,0.8589,0.026,none,,,
2025-04-25T17:00:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,5509.5,5490.0,7.0,Established a fresh primary butterfly corridor layer.,PRIMARY,5390.0,5490.0,5610.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-04-25T17:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5514.52,5490.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,24.52,,,,,,,,,,,,
2025-04-25T17:25:00+00:00,SPX,ABORTED,DRIFTING,5527.71,5490.0,7.0,Regime turned TREND_UP.,PRIMARY,5390.0,5490.0,5610.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,,27.7884,28.6825,-7.8174,-6.0385,0.8849,0.8589,0.026,none,,,
2025-04-25T18:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5522.85,5510.0,8.0,Opened the primary butterfly corridor layer.,PRIMARY,5410.0,5510.0,5630.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-04-28T13:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5531.17,5510.0,8.0,Primary take-profit reached.,PRIMARY,5410.0,5510.0,5630.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,0.5881,56.545,57.9332,20.9392,23.2123,0.8849,0.8589,0.026,none,,,
2025-04-28T15:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5492.17,5520.0,9.0,Opened the primary butterfly corridor layer.,PRIMARY,5420.0,5520.0,5640.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-04-28T15:50:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5494.59,5520.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,25.41,,,,,,,,,,,,
2025-04-28T16:00:00+00:00,SPX,ABORTED,DRIFTING,5483.96,5520.0,9.0,Regime turned TREND_DOWN.,PRIMARY,5420.0,5520.0,5640.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,,26.7168,27.6073,-8.8889,-7.1136,0.8849,0.8589,0.026,none,,,
2025-04-28T18:50:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5506.82,5485.0,10.0,Opened the primary butterfly corridor layer.,PRIMARY,5385.0,5485.0,5605.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-04-28T18:55:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5505.01,5490.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,15.01,,,,,,,,,,,,
2025-04-28T19:30:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,5524.73,5495.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,,,,,,29.73,,,,,,,,,,8.0,,
2025-04-28T19:50:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,5537.19,5485.0,10.0,Primary stop-loss reached.,PRIMARY,5385.0,5485.0,5605.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.294,25.139,26.0449,-10.4668,-8.6761,0.8849,0.8589,0.026,none,,,
2025-04-29T15:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5540.28,5530.0,11.0,Opened the primary butterfly corridor layer.,PRIMARY,5430.0,5530.0,5650.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-04-29T16:05:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5551.05,5535.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,16.05,,,,,,,,,,,,
2025-04-29T16:10:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5549.09,5535.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-29T17:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5556.11,5540.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,16.11,,,,,,,,,,,,
2025-04-29T18:15:00+00:00,SPX,REBUILD_REQUESTED,REBUILD,5565.01,5545.0,,Requested corridor rebuild after sustained drift.,,,,,,,,,,,,,,,,,,,,,,,,,,,20.01,,,,,,,,,,8.0,,
2025-04-29T18:20:00+00:00,SPX,REBUILT,REBUILD,5563.13,5530.0,11.0,Removed prior layers for rebuild.,PRIMARY,5430.0,5530.0,5650.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,,29.3918,30.3307,-6.2139,-4.3902,0.8849,0.8589,0.026,none,,,
2025-04-29T18:20:00+00:00,SPX,REBUILT,ACTIVE_CENTERED,5563.13,5545.0,12.0,Established a fresh primary butterfly corridor layer.,PRIMARY,5445.0,5545.0,5665.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-04-29T18:25:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5566.18,5550.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,16.18,,,,,,,,,,,,
2025-04-29T18:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5564.35,5550.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-30T13:30:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,5481.54,5545.0,12.0,Primary stop-loss reached.,PRIMARY,5445.0,5545.0,5665.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.3666,22.5536,24.371,-13.0521,-10.3499,0.8849,0.8589,0.026,none,,,
2025-05-01T17:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5630.27,5635.0,13.0,Opened the primary butterfly corridor layer.,PRIMARY,5535.0,5635.0,5755.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-05-02T13:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5653.66,5635.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,18.66,,,,,,,,,,,,
2025-05-02T14:20:00+00:00,SPX,ABORTED,DRIFTING,5670.77,5635.0,13.0,Regime turned TREND_UP.,PRIMARY,5535.0,5635.0,5755.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,,33.423,35.3897,-2.1828,0.6688,0.8849,0.8589,0.026,none,,,
2025-05-02T17:30:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5683.62,5685.0,14.0,Opened the primary butterfly corridor layer.,PRIMARY,5585.0,5685.0,5805.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-05-05T13:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5645.66,5685.0,14.0,Primary take-profit reached.,PRIMARY,5585.0,5685.0,5805.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,0.2549,44.6813,46.0653,9.0755,11.3444,0.8849,0.8589,0.026,none,,,
2025-05-05T14:40:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5662.29,5675.0,15.0,Opened the primary butterfly corridor layer.,PRIMARY,5575.0,5675.0,5795.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-05-05T16:40:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5675.16,5660.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,15.16,,,,,,,,,,,,
2025-05-05T16:45:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5675.76,5665.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06T13:30:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,5608.04,5675.0,15.0,Primary stop-loss reached.,PRIMARY,5575.0,5675.0,5795.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.3912,21.6772,23.6675,-13.9285,-11.0534,0.8849,0.8589,0.026,none,,,
2025-05-06T17:20:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5611.78,5625.0,16.0,Opened the primary butterfly corridor layer.,PRIMARY,5525.0,5625.0,5745.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-05-06T17:35:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5608.68,5625.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,16.32,,,,,,,,,,,,
2025-05-06T18:00:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5609.97,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T13:30:00+00:00,SPX,TAKE_PROFIT,ACTIVE_CENTERED,5620.0,5625.0,16.0,Primary take-profit reached.,PRIMARY,5525.0,5625.0,5745.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,0.2017,42.7868,44.7048,7.181,9.9839,0.8849,0.8589,0.026,none,,,
2025-05-07T13:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5617.73,5615.0,17.0,Opened the primary butterfly corridor layer.,PRIMARY,5515.0,5615.0,5735.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-05-07T15:00:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5607.93,5625.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,17.07,,,,,,,,,,,,
2025-05-07T15:25:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5608.42,5620.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-07T18:05:00+00:00,SPX,ABORTED,ACTIVE_CENTERED,5583.13,5615.0,17.0,Regime turned TREND_DOWN.,PRIMARY,5515.0,5615.0,5735.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,,28.9165,29.898,-6.6892,-4.8229,0.8849,0.8589,0.026,none,,,
2025-05-07T18:45:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5596.52,5615.0,18.0,Opened the primary butterfly corridor layer.,PRIMARY,5515.0,5615.0,5735.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-05-07T19:25:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5596.3,5615.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,,,,,,,,,,,,
2025-05-08T13:45:00+00:00,SPX,ABORTED,ACTIVE_CENTERED,5655.31,5615.0,18.0,Regime turned TREND_UP.,PRIMARY,5515.0,5615.0,5735.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,,31.5757,33.3772,-4.0301,-1.3437,0.8849,0.8589,0.026,none,,,
2025-05-09T13:55:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5686.25,5695.0,19.0,Opened the primary butterfly corridor layer.,PRIMARY,5595.0,5695.0,5815.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-05-09T14:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5673.98,5695.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,21.02,,,,,,,,,,,,
2025-05-09T14:30:00+00:00,SPX,STOP_LOSS,DRIFTING,5657.22,5695.0,19.0,Primary stop-loss reached.,PRIMARY,5595.0,5695.0,5815.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-0.2581,26.4145,27.3121,-9.1912,-7.4088,0.8849,0.8589,0.026,none,,,
2025-05-09T15:10:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5663.6,5680.0,20.0,Opened the primary butterfly corridor layer.,PRIMARY,5580.0,5680.0,5800.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-05-09T15:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5664.64,5680.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,15.36,,,,,,,,,,,,
2025-05-09T15:30:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5662.84,5675.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-09T16:45:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5649.57,5665.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,15.43,,,,,,,,,,,,
2025-05-09T16:50:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5653.99,5665.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12T13:30:00+00:00,SPX,STOP_LOSS,ACTIVE_CENTERED,5808.16,5680.0,20.0,Primary stop-loss reached.,PRIMARY,5580.0,5680.0,5800.0,100.0,100.0,120.0,broken_upper,5.0,,,,,,35.6058,34.7209,,0.8849,,,0.0,0.0,0.0,,1.0,100.0,,-1.2263,-8.0587,-6.6819,-43.6645,-41.4028,0.8849,0.8589,0.026,none,,,
2025-05-12T17:25:00+00:00,SPX,ENTER_PRIMARY,ACTIVE_CENTERED,5829.36,5810.0,21.0,Opened the primary butterfly corridor layer.,PRIMARY,5710.0,5810.0,5930.0,100.0,100.0,120.0,broken_upper,5.0,broken_upper,fallback_to_broken_due_symmetric_spread,4.5133,3.4354,3.4354,35.6058,34.7209,0.8849,0.8849,0.8589,0.026,0.0,0.0,0.0,55.6058,1.0,100.0,,,,,,,,,,,,,
2025-05-12T17:30:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5830.79,5815.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,15.79,,,,,,,,,,,,
2025-05-12T18:05:00+00:00,SPX,DRIFT_RESOLVED,ACTIVE_CENTERED,5834.07,5820.0,,Drift resolved without rebuilding.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-12T18:15:00+00:00,SPX,DRIFT_STARTED,DRIFTING,5836.62,5820.0,,Corridor drift started.,,,,,,,,,,,,,,,,,,,,,,,,,,,16.62,,,,,,,,,,,,
