case_id,wing_mode,butterfly_width,broken_wing_extra_width,default_dte,max_layers,max_option_spread,net_dollar_pnl,gross_dollar_pnl,friction_adjustment_dollars,closed_layers,winning_layers,losing_layers,win_rate_by_closed_layer,profit_factor_by_closed_layer,return_on_capital,max_drawdown,max_modeled_capital_at_risk_dollars,execution_filtered_entries
c_032,symmetric,100.0,0.0,7,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_033,symmetric,100.0,0.0,7,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_034,symmetric,100.0,0.0,7,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_035,symmetric,100.0,0.0,7,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_036,symmetric,100.0,0.0,7,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_037,broken_upper,75.0,15.0,3,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_038,broken_upper,75.0,15.0,3,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_039,broken_upper,75.0,15.0,3,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_040,broken_upper,75.0,15.0,3,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_041,broken_upper,75.0,15.0,3,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_042,broken_upper,75.0,15.0,3,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_043,broken_upper,75.0,15.0,5,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_044,broken_upper,75.0,15.0,5,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_045,broken_upper,75.0,15.0,5,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_046,broken_upper,75.0,15.0,5,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_047,broken_upper,75.0,15.0,5,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_048,broken_upper,75.0,15.0,5,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_049,broken_upper,75.0,15.0,7,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_050,broken_upper,75.0,15.0,7,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_051,broken_upper,75.0,15.0,7,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_052,broken_upper,75.0,15.0,7,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_053,broken_upper,75.0,15.0,7,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_054,broken_upper,75.0,15.0,7,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_055,broken_upper,100.0,20.0,3,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_056,broken_upper,100.0,20.0,3,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_057,broken_upper,100.0,20.0,3,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_058,broken_upper,100.0,20.0,3,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_059,broken_upper,100.0,20.0,3,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_060,broken_upper,100.0,20.0,3,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_061,broken_upper,100.0,20.0,5,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_062,broken_upper,100.0,20.0,5,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_063,broken_upper,100.0,20.0,5,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_064,broken_upper,100.0,20.0,5,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_065,broken_upper,100.0,20.0,5,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_066,broken_upper,100.0,20.0,5,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_067,broken_upper,100.0,20.0,7,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_068,broken_upper,100.0,20.0,7,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_069,broken_upper,100.0,20.0,7,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_070,broken_upper,100.0,20.0,7,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_071,broken_upper,100.0,20.0,7,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_072,broken_upper,100.0,20.0,7,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_073,broken_lower,75.0,15.0,3,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_074,broken_lower,75.0,15.0,3,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_075,broken_lower,75.0,15.0,3,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_076,broken_lower,75.0,15.0,3,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_077,broken_lower,75.0,15.0,3,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_078,broken_lower,75.0,15.0,3,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_079,broken_lower,75.0,15.0,5,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_080,broken_lower,75.0,15.0,5,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_081,broken_lower,75.0,15.0,5,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_082,broken_lower,75.0,15.0,5,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_083,broken_lower,75.0,15.0,5,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_084,broken_lower,75.0,15.0,5,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_085,broken_lower,75.0,15.0,7,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_086,broken_lower,75.0,15.0,7,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_087,broken_lower,75.0,15.0,7,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_088,broken_lower,75.0,15.0,7,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_089,broken_lower,75.0,15.0,7,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_090,broken_lower,75.0,15.0,7,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_091,broken_lower,100.0,20.0,3,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_092,broken_lower,100.0,20.0,3,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_093,broken_lower,100.0,20.0,3,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_094,broken_lower,100.0,20.0,3,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_095,broken_lower,100.0,20.0,3,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_096,broken_lower,100.0,20.0,3,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_097,broken_lower,100.0,20.0,5,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_098,broken_lower,100.0,20.0,5,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_099,broken_lower,100.0,20.0,5,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_100,broken_lower,100.0,20.0,5,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_101,broken_lower,100.0,20.0,5,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_102,broken_lower,100.0,20.0,5,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_103,broken_lower,100.0,20.0,7,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_104,broken_lower,100.0,20.0,7,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_105,broken_lower,100.0,20.0,7,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_106,broken_lower,100.0,20.0,7,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_107,broken_lower,100.0,20.0,7,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_108,broken_lower,100.0,20.0,7,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_109,adaptive,75.0,15.0,3,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_110,adaptive,75.0,15.0,3,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_111,adaptive,75.0,15.0,3,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_112,adaptive,75.0,15.0,3,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_113,adaptive,75.0,15.0,3,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_114,adaptive,75.0,15.0,3,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_115,adaptive,75.0,15.0,5,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_116,adaptive,75.0,15.0,5,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_117,adaptive,75.0,15.0,5,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_118,adaptive,75.0,15.0,5,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_119,adaptive,75.0,15.0,5,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_120,adaptive,75.0,15.0,5,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_121,adaptive,75.0,15.0,7,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_122,adaptive,75.0,15.0,7,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_123,adaptive,75.0,15.0,7,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_124,adaptive,75.0,15.0,7,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_125,adaptive,75.0,15.0,7,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_126,adaptive,75.0,15.0,7,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_127,adaptive,100.0,20.0,3,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_128,adaptive,100.0,20.0,3,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_129,adaptive,100.0,20.0,3,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_130,adaptive,100.0,20.0,3,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_131,adaptive,100.0,20.0,3,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_132,adaptive,100.0,20.0,3,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_133,adaptive,100.0,20.0,5,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_134,adaptive,100.0,20.0,5,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_135,adaptive,100.0,20.0,5,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_136,adaptive,100.0,20.0,5,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_137,adaptive,100.0,20.0,5,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_138,adaptive,100.0,20.0,5,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_139,adaptive,100.0,20.0,7,1,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_140,adaptive,100.0,20.0,7,1,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_141,adaptive,100.0,20.0,7,2,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_142,adaptive,100.0,20.0,7,2,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_143,adaptive,100.0,20.0,7,3,4.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
c_144,adaptive,100.0,20.0,7,3,5.0,0.0,0.0,0.0,0,0,0,,,0.0,0.0,0.0,7539
